Date,Close
3/2/2015 16:00:00,47.01
3/3/2015 16:00:00,46.87
3/4/2015 16:00:00,46.23
3/5/2015 16:00:00,45.66
3/6/2015 16:00:00,45.57
3/9/2015 16:00:00,46.94
3/10/2015 16:00:00,46.72
3/11/2015 16:00:00,46.86
3/12/2015 16:00:00,48.7
3/13/2015 16:00:00,47.88
3/16/2015 16:00:00,48.67
3/17/2015 16:00:00,48.65
3/18/2015 16:00:00,49.67
3/19/2015 16:00:00,49.25
3/20/2015 16:00:00,49.4
3/23/2015 16:00:00,49.45
3/24/2015 16:00:00,49.84
3/25/2015 16:00:00,48.54
3/26/2015 16:00:00,48.4
3/27/2015 16:00:00,49.63
3/30/2015 16:00:00,50.35
3/31/2015 16:00:00,50.61
4/1/2015 16:00:00,50.87
4/2/2015 16:00:00,51.53
4/6/2015 16:00:00,52.87
4/7/2015 16:00:00,52.3
4/8/2015 16:00:00,51.73
4/9/2015 16:00:00,50.57
4/10/2015 16:00:00,50.95
4/13/2015 16:00:00,50.6
4/14/2015 16:00:00,50.65
4/15/2015 16:00:00,50.48
4/16/2015 16:00:00,50.24
4/17/2015 16:00:00,49.24
4/20/2015 16:00:00,51.24
4/21/2015 16:00:00,50.64
4/22/2015 16:00:00,49.98
4/23/2015 16:00:00,50.21
4/24/2015 16:00:00,50.27
4/27/2015 16:00:00,49.94
4/28/2015 16:00:00,50.56
4/29/2015 16:00:00,49.6
4/30/2015 16:00:00,47.78
5/1/2015 16:00:00,47.49
5/4/2015 16:00:00,46.25
5/5/2015 16:00:00,45.54
5/6/2015 16:00:00,47.52
5/7/2015 16:00:00,48.71
5/8/2015 16:00:00,50.96
5/11/2015 16:00:00,50.51
5/12/2015 16:00:00,49.69
5/13/2015 16:00:00,49.55
5/14/2015 16:00:00,50.77
5/15/2015 16:00:00,50.61
5/18/2015 16:00:00,51.77
5/19/2015 16:00:00,51.9
5/20/2015 16:00:00,52.04
5/21/2015 16:00:00,51.84
5/22/2015 16:00:00,51.82
5/26/2015 16:00:00,51.77
5/27/2015 16:00:00,52.06
5/28/2015 16:00:00,52.6
5/29/2015 16:00:00,52.63
6/1/2015 16:00:00,54.06
6/2/2015 16:00:00,54.4
6/3/2015 16:00:00,54.42
6/4/2015 16:00:00,53.77
6/5/2015 16:00:00,53.65
6/8/2015 16:00:00,53.59
6/9/2015 16:00:00,53.64
6/10/2015 16:00:00,54.92
6/11/2015 16:00:00,55.59
6/12/2015 16:00:00,55.07
6/15/2015 16:00:00,52.62
6/16/2015 16:00:00,53.29
6/17/2015 16:00:00,53.41
6/18/2015 16:00:00,54.06
6/19/2015 16:00:00,53.39
6/22/2015 16:00:00,53.75
6/23/2015 16:00:00,54.23
6/24/2015 16:00:00,53.9
6/25/2015 16:00:00,54.05
6/26/2015 16:00:00,54.39
6/29/2015 16:00:00,53.94
6/30/2015 16:00:00,53.85
7/1/2015 16:00:00,54.06
7/2/2015 16:00:00,54.14
7/6/2015 16:00:00,54.45
7/7/2015 16:00:00,55.45
7/8/2015 16:00:00,55.34
7/9/2015 16:00:00,54.5
7/10/2015 16:00:00,55.13
7/13/2015 16:00:00,54.51
7/14/2015 16:00:00,54.22
7/15/2015 16:00:00,54.31
7/16/2015 16:00:00,54.49
7/17/2015 16:00:00,53.96
7/20/2015 16:00:00,53
7/21/2015 16:00:00,52.42
7/22/2015 16:00:00,53.01
7/23/2015 16:00:00,51.65
7/24/2015 16:00:00,52.07
7/27/2015 16:00:00,52.27
7/28/2015 16:00:00,51.74
7/29/2015 16:00:00,51.45
7/30/2015 16:00:00,51.29
7/31/2015 16:00:00,51.42
8/3/2015 16:00:00,50.91
8/4/2015 16:00:00,50.35
8/5/2015 16:00:00,50.72
8/6/2015 16:00:00,48.2
8/7/2015 16:00:00,46.62
8/10/2015 16:00:00,51.65
8/11/2015 16:00:00,49.54
8/12/2015 16:00:00,50.09
8/13/2015 16:00:00,50.2
8/14/2015 16:00:00,50.98
8/17/2015 16:00:00,50.89
8/18/2015 16:00:00,51.8
8/19/2015 16:00:00,52.85
8/20/2015 16:00:00,52.68
8/21/2015 16:00:00,51.73
8/24/2015 16:00:00,48.95
8/25/2015 16:00:00,49.26
8/26/2015 16:00:00,49.92
8/27/2015 16:00:00,49.26
8/28/2015 16:00:00,49.09
8/31/2015 16:00:00,49.27
9/1/2015 16:00:00,48.38
9/2/2015 16:00:00,48.31
9/3/2015 16:00:00,47.92
9/4/2015 16:00:00,47.55
9/8/2015 16:00:00,48.24
9/9/2015 16:00:00,47.43
9/10/2015 16:00:00,47.35
9/11/2015 16:00:00,47.48
9/14/2015 16:00:00,47.65
9/15/2015 16:00:00,48.25
9/16/2015 16:00:00,48.55
9/17/2015 16:00:00,48.98
